demographics_id,video_name,ad_description,product_name
1,0001.mp4,"Ice cream is a beloved frozen dessert made from dairy or plant-based milks with added sweeteners and flavorings to give it a smooth, creamy, rich taste. It is a versatile treat that comes in different flavors and can be enjoyed in cones, cups, or as part of creative desserts.","Ice Cream"
1,0002.mp4,"KFC (Kentucky Fried Chicken) is a world-renowned fast food chain that serves a range of foods including hamburgers, French fries, and fried chicken.","KFC"
1,0003.mp4,"Nike athletic shoes are renowned for their comfort, durability and iconic design, and whether it's running, basketball, training, or lifestyle wear, Nike's extensive range ensures there's a perfect fit for everyone looking for high-quality, stylish and functional footwear."
1,0004.mp4,"Pepsi is a globally recognized carbonated soft drink known for its bold, refreshing taste and the perfect combination of sweetness and fizz."
1,0005.mp4,"The mobile phone is an essential communication device that has evolved into a powerful tool integrating advanced functions such as calling, text messaging, Internet browsing, photography and mobile applications."
1,0006.mp4,"PUMA shoes are known for their blend of style, comfort and performance, making them a popular choice for athletes and casual wearers alike."
1,0007.mp4,"Soda is a popular carbonated beverage known for its refreshing, bubbly taste and a variety of flavors, from classic cola and lemon-lime to fruity and exotic drinks."
1,0008.mp4,"Sunglasses are a practical and fashionable accessory designed to protect the eyes from harmful UV rays, reduce glare and improve visual comfort and clarity in bright conditions."
1,0009.mp4,"The Trolley Case is an essential travel companion designed for convenience and practicality. With its sturdy wheels, retractable handle and spacious compartments, it provides easy maneuverability and efficient packing for trips of any length."
1,0010.mp4,"UNIQLO is a global apparel retailer offering a wide variety of apparel for men, women and children, including basics such as T-shirts, jeans and outerwear, as well as innovative products such as warm HEATTECH and breathable AIRism."
1,0011.mp4,"Apple Watch is a versatile and sophisticated smartwatch that combines the power of advanced technology with stylish design. It provides users with notifications, fitness tracking, heart rate monitoring, electrocardiogram readings, GPS navigation and more."
1,0012.mp4,"A timeless and essential piece of formal wear, the men's suit embodies sophistication, confidence and style. A well-fitted suit exudes confidence and professionalism and is appropriate for business meetings, formal events and special occasions."
1,0013.mp4,"Men's eyewear is a fusion of function and fashion, designed to provide clear vision while complementing a variety of styles and lifestyles. Whether it's reading, computer use, or outdoor activities, there are glasses to meet specific needs."
1,0014.mp4,"Men's trousers are an essential part of any wardrobe, designed to provide comfort, style and versatility. Key features typically include a tailored fit, utility pockets and high-quality fabrics, ensuring comfort and durability."
1,0015.mp4,"Men's leather shoes are a timeless staple in a gentleman's wardrobe, offering a blend of elegance, sophistication and durability. Men's dress shoes can be paired seamlessly with formal attire for work, weddings, business meetings or upscale social events."
1,0016.mp4,"A sports car is a high-performance luxury automobile designed for speed, agility and an exciting driving experience. A sports car is the epitome of automotive excellence, a statement of status and passion for driving."
1,0017.mp4,"GTA5(Grand Theft Auto V) is an open-world action-adventure game developed by Rockstar Games that has received widespread acclaim for its immersive gameplay, stunning graphics, and rich storyline."
1,0019.mp4,"The Nintendo Switch is a versatile gaming console that offers a unique hybrid design that allows users to play games on the go and at home. It makes it a great choice for entertainment between family games."
1,0020.mp4,"A massage gun is a handheld, portable device designed to deliver targeted percussion therapy to muscles. This tool uses quick bursts of pressure to penetrate deep into muscle tissue, helping to relieve pain, improve circulation, and speed recovery after physical activity."
1,0025.mp4,"Wine is a timeless and complex beverage made from fermented grapes, cherished for its rich flavors, aromatic notes and unique experience. Wine comes in many types, including red, white, rosé and sparkling, each with unique characteristics that suit different tastes and occasions."
1,0049.mp4,"Egg white protein powder, also known as egg white protein powder, is a high-quality, complete protein supplement derived from egg whites. Rich in essential amino acids, it is an excellent source of protein for muscle growth, recovery, and overall health. Egg white powder is low in fat and carbohydrates, making it a great option for those looking to increase their protein intake without adding calories. It is commonly used in protein shakes, baking, and cooking, providing a versatile, easy-to-mix ingredient for fitness enthusiasts and individuals with dietary needs."
1,0052.mp4,"A treadmill is a versatile piece of fitness equipment that allows users to walk, jog, or run in the comfort of their own home. Equipped with features such as adjustable speed, incline settings, and pre-set workout programs, treadmills are suitable for a variety of fitness levels and goals. Modern models often come with advanced features such as heart rate monitors, digital displays, and fitness app connectivity to enhance the workout experience. Whether it's for weight loss, cardiovascular health, or overall fitness, treadmills offer an effective, convenient way to stay active regardless of weather or time of day."
